TUCASEID,TULINENO,TUYEAR,TUMONTH,TEABSRSN,TEERN,TEERNH1O,TEERNH2,TEERNHRO,TEERNHRY,TEERNPER,TEERNRT,TEERNUOT,TEERNWKP,TEHRFTPT,TEHRUSL1,TEHRUSL2,TEHRUSLT,TEIO1COW,TEIO1ICD,TEIO1OCD,TELAYAVL,TELAYLK,TELFS,TELKAVL,TELKM1,TEMJOT,TERET1,TESCHENR,TESCHFT,TESCHLVL,TESPEMPNOT,TESPUHRS,TRCHILDNUM,TRDPFTPT,TRDTIND1,TRDTOCC1,TRERNHLY,TRERNUPD,TRERNWA,TRHERNAL,TRHHCHILD,TRHOLIDAY,TRIMIND1,TRMJIND1,TRMJOCC1,TRMJOCGR,TRNHHCHILD,TRNUMHOU,TROHHCHILD,TRSPFTPT,TRSPPRES,TRTALONE,TRTALONE_WK,TRTCC,TRTCCC,TRTCCC_WK,TRTCCTOT,TRTCHILD,TRTCOC,TRTEC,TRTFAMILY,TRTFRIEND,TRTHH,TRTHHFAMILY,TRTNOCHILD,TRTNOHH,TRTO,TRTOHH,TRTOHHCHILD,TRTONHH,TRTONHHCHILD,TRTSPONLY,TRTSPOUSE,TRTUNMPART,TRWERNAL,TRYHHCHILD,TTHR,TTOT,TTWK,TUABSOT,TUBUS,TUBUS1,TUBUS2OT,TUBUSL1,TUBUSL2,TUBUSL3,TUBUSL4,TUCC2,TUCC4,TUCC5B_CK,TUCC5_CK,TUCC9,TUDIARYDATE,TUDIARYDAY,TUDIS,TUDIS1,TUDIS2,TUECYTD,TUELDER,TUELFREQ,TUELNUM,TUERN2,TUERNH1C,TUFINLWGT,TUFWK,TUIO1MFG,TUIODP1,TUIODP2,TUIODP3,TULAY,TULAY6M,TULAYAVR,TULAYDT,TULK,TULKAVR,TULKDK1,TULKDK2,TULKDK3,TULKDK4,TULKDK5,TULKDK6,TULKM2,TULKM3,TULKM4,TULKM5,TULKM6,TULKPS1,TULKPS2,TULKPS3,TULKPS4,TULKPS5,TULKPS6,TURETOT,TUSPABS,TUSPUSFT,TUSPWK,TXABSRSN,TXERN,TXERNH1O,TXERNH2,TXERNHRO,TXERNHRY,TXERNPER,TXERNRT,TXERNUOT,TXERNWKP,TXHRFTPT,TXHRUSL1,TXHRUSL2,TXHRUSLT,TXIO1COW,TXIO1ICD,TXIO1OCD,TXLAYAVL,TXLAYLK,TXLFS,TXLKAVL,TXLKM1,TXMJOT,TXRET1,TXSCHENR,TXSCHFT,TXSCHLVL,TXSPEMPNOT,TXSPUHRS,TXTCC,TXTCCTOT,TXTCOC,TXTHH,TXTNOHH,TXTO,TXTOHH,TXTONHH,TRLVMODR
20240606241068,1,2024,6,-1,-1,-1,-1,-1,2,6,2,2,52,-1,040,-1,040,4,3580,7330,-1,-1,1,-1,-1,2,-1,2,-1,-1,-1,-1,0,1,10,20,-1,0,96200,-1,2,0,4,4,8,5,2,2,2,-1,3,450,450,0,30,505,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240625,3,-1,-1,-1,-1,2,-1,-1,-1,-1,14714303.815851,1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20240606241076,1,2024,6,-1,-1,-1,5200,-1,1,6,1,2,52,-1,040,-1,040,4,3580,1320,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,10,3,1,10,4,5200,0,224000,0,1,0,4,4,2,1,2,5,1,2,1,60,60,190,0,0,190,959,0,-1,1019,0,190,1019,0,0,190,190,959,0,0,60,110,0,0,0,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,07:30:00,21:20:00,-1,-1,-1,20240629,7,-1,-1,-1,-1,2,-1,-1,-1,-1,5691106.509284,1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,1
20240606241100,1,2024,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,1,240,240,0,0,0,0,0,0,-1,645,0,0,645,0,0,0,0,0,0,0,465,645,0,-1,-1,0,0,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240627,5,-1,-1,-1,-1,2,-1,-1,-1,-1,12228305.131242,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240606241103,1,2024,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,025,-1,025,7,0770,7210,-1,-1,1,-1,-1,2,-1,2,-1,-1,2,-1,0,2,4,20,-1,-1,-1,-1,2,0,3,3,8,5,2,2,2,-1,1,315,315,0,10,10,0,0,0,-1,360,0,0,360,0,0,0,0,0,0,0,350,360,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240623,1,-1,-1,-1,-1,2,-1,-1,-1,-1,10770514.893003,1,3,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240606241164,1,2024,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,1,40,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,1,1,505,505,0,0,0,0,0,0,165,320,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240625,3,-1,-1,-1,1,1,4,2,-1,-1,13993468.850081,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1
20240606241212,1,2024,6,-1,-1,-1,-1,-1,2,6,2,2,52,-1,045,-1,045,4,3070,1430,-1,-1,1,-1,-1,2,-1,2,-1,-1,-1,-1,0,1,7,4,-1,0,214000,-1,2,0,4,4,2,1,2,1,2,-1,3,755,755,0,165,165,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240629,7,-1,-1,-1,-1,2,-1,-1,-1,-1,4340575.145424,1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20240606241237,1,2024,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,4,2,-1,1,421,421,0,0,0,0,0,0,-1,511,0,0,480,0,0,0,0,0,0,0,210,480,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240627,5,-1,-1,-1,-1,2,-1,-1,-1,-1,21476383.819730,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240606241269,1,2024,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,024,-1,024,7,0770,7340,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,37,0,2,4,20,-1,-1,-1,-1,2,0,3,3,8,5,2,2,2,1,1,165,165,0,0,0,0,0,0,-1,635,0,0,635,0,0,0,0,0,0,0,635,635,0,-1,-1,0,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,20240630,1,-1,-1,-1,-1,2,-1,-1,-1,-1,6851738.919184,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1
20240606241282,1,2024,6,-1,-1,2100,-1,40,1,1,-1,2,-1,-1,040,-1,040,4,7770,4251,-1,-1,1,-1,-1,2,-1,2,-1,-1,-1,-1,2,1,38,14,2100,1,84000,1,1,0,14,9,3,2,2,3,1,-1,3,30,285,0,0,0,540,540,540,-1,540,0,0,540,540,0,0,0,540,0,0,0,0,0,1,10,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-3,-3,-3,-1,-1,20240630,1,-1,-1,-1,-1,-3,-1,-1,-1,-1,5716389.960439,1,-1,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,41,1,11,42,13,1,41,1,1,0,1,0,40,0,0,-1,-1,0,-1,-1,0,-1,43,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,0
20240606241315,1,2024,6,-1,-1,-1,-1,-1,2,6,2,2,52,-1,045,-1,045,5,8370,3655,-1,-1,1,-1,-1,2,-1,-1,-1,-1,-1,-1,0,1,43,11,-1,0,73000,-1,2,0,16,10,3,2,2,2,2,-1,3,386,386,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240624,2,-1,-1,-1,-1,2,-1,-1,-1,-1,13815941.419596,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20240606241318,1,2024,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,1,2,-1,3,865,865,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240624,2,-1,-1,-1,-1,2,-1,-1,-1,-1,9173654.817564,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240606241322,1,2024,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,1,75,75,0,0,0,0,175,0,-1,735,0,0,735,175,0,0,0,0,0,0,260,735,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240623,1,-1,-1,-1,-1,2,-1,-1,-1,-1,7727798.315196,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240606241361,1,2024,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,1,2,-1,3,750,750,0,0,0,0,0,0,-1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240630,1,-1,-1,-1,-1,2,-1,-1,-1,-1,3321624.911024,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240606241369,1,2024,6,-1,-1,-1,1750,-1,1,6,1,2,52,-1,048,025,073,3,9470,3870,-1,-1,1,-1,-1,1,-1,2,-1,-1,1,40,0,1,51,12,1750,0,88400,0,2,0,21,13,3,2,2,2,2,1,1,301,301,0,0,120,0,0,0,-1,275,0,0,60,0,0,0,0,0,0,0,60,60,0,0,-1,0,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,20240628,6,-1,-1,-1,-1,2,-1,-1,-1,-1,12582769.422478,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,1
20240606241376,1,2024,6,-1,-1,2725,-1,40,1,1,-1,2,-1,-1,042,-1,042,4,8170,5000,-1,-1,1,-1,-1,2,-1,-1,-1,-1,-1,-1,0,1,42,17,2725,0,109000,0,2,0,16,10,5,3,2,1,2,-1,3,589,589,0,0,0,0,20,0,-1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240623,1,-1,-1,-1,-1,2,-1,-1,-1,-1,2499957.421027,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20240606241380,1,2024,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,1,2,-1,3,380,380,0,0,0,0,0,0,-1,370,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240623,1,-1,-1,-1,-1,2,-1,-1,-1,-1,2901878.939972,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240606241409,1,2024,6,-1,-1,-1,-1,-1,2,6,2,2,-1,-1,050,-1,050,4,7390,0850,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,45,0,1,36,2,-1,1,260000,-1,2,0,13,9,1,1,2,2,2,1,1,15,15,0,0,0,0,0,0,-1,780,90,0,780,0,0,0,0,0,0,0,690,780,0,1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240630,1,-1,-1,-1,-1,2,-1,-1,-1,-1,6277117.485399,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,11,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,1
20240606241422,1,2024,6,-1,-1,1675,-1,40,1,1,-1,2,-1,-1,040,-1,040,4,7390,4840,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,40,0,1,36,16,1675,1,67000,0,2,0,13,9,4,3,2,2,2,1,1,20,530,0,0,0,0,0,0,-1,325,0,0,325,0,0,0,0,0,0,0,325,325,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240626,4,-1,-1,-1,-1,2,-1,-1,-1,-1,14055134.210424,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,1
20240606241428,1,2024,6,-1,-1,-1,-1,-1,2,6,2,1,52,-1,050,-1,050,4,7380,1021,-1,-1,1,-1,-1,2,-1,2,-1,-1,-1,-1,0,1,36,3,-1,0,356000,-1,2,0,13,9,2,1,2,1,2,-1,3,280,280,0,0,0,0,0,0,-1,0,655,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240629,7,-1,-1,-1,-1,2,-1,-1,-1,-1,6144343.066439,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20240606241447,1,2024,6,-1,-1,-1,-1,-1,2,6,2,2,52,-1,040,-1,040,2,9470,1970,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,50,2,1,51,5,-1,1,96200,-1,1,0,21,13,2,1,2,4,1,1,1,60,60,870,0,0,870,870,0,-1,870,0,870,870,0,0,870,870,870,0,0,0,210,0,0,7,0,0,0,-1,1,-1,-1,2,-1,-1,-1,06:45:00,22:00:00,-1,-1,-1,20240629,7,-1,-1,-1,-1,2,-1,-1,-1,-1,6380555.876129,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,1
20240606241491,1,2024,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,1,1155,1155,0,0,0,0,0,0,-1,15,0,0,15,0,0,0,0,0,0,0,15,15,0,-1,-1,0,0,0,3,1,2,-1,1,2,-1,-1,-1,-1,-1,-1,-1,20240625,3,-1,-1,-1,-1,2,-1,-1,-1,-1,15364806.351727,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240606241497,1,2024,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,1,570,570,0,0,0,0,0,0,-1,170,0,0,170,0,0,0,0,0,0,0,170,170,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240626,4,-1,-1,-1,2,1,2,1,-1,-1,7295516.044552,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240606241506,1,2024,6,-1,-1,1750,-1,25,1,1,-1,2,-1,-1,022,-1,022,4,7970,5860,-1,-1,1,-1,-1,2,-1,1,2,2,-1,-1,4,2,42,17,1750,0,43800,0,1,0,16,10,5,3,2,5,1,-1,3,0,0,70,0,0,70,800,0,-1,800,0,70,800,20,0,70,70,800,0,0,0,0,0,0,8,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,08:00:00,12:00:00,-1,-1,-1,20240626,4,-1,-1,-1,-1,2,-1,-1,-1,-1,15015684.905155,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,0,0,-1,-1,0,0,0,0,-1,0,0,-1,1
20240606241540,1,2024,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,3,2,-1,3,696,696,0,200,200,0,0,0,-1,104,0,0,104,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240628,6,-1,-1,-1,-1,2,-1,-1,-1,-1,10992207.898173,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240606241557,1,2024,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,1,2,-1,3,752,752,0,0,0,0,150,0,-1,0,0,0,0,150,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240629,7,-1,-1,-1,-1,1,6,-1,-1,-1,7270705.980053,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
20240606241586,1,2024,6,-1,-1,-1,-1,-1,2,6,2,2,52,-1,040,-1,040,4,3291,0136,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,40,0,1,7,1,-1,0,146000,-1,2,0,4,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,-1,755,0,0,755,0,0,0,0,0,0,0,755,755,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240623,1,-1,-1,-1,-1,2,-1,-1,-1,-1,5986517.882288,1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,1
20240606241612,1,2024,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,3,2,-1,1,60,60,0,0,0,0,0,0,-1,780,0,0,780,0,0,0,0,0,0,0,780,780,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20240625,3,-1,-1,-1,-1,2,-1,-1,-1,-1,20367099.383985,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1
